T10000	Aaptosyax grypus	T137160
T10118	Acantholiparis opercularis	T137194
T10119	Acantholumpenus mackayi	T137195
T10120	Acanthonus armatus	T137196
T10121	Acanthopagrus akazakii	T137197
T10122	Acanthopagrus australis	T137197
T10123	Acanthopagrus berda	T137197
T10124	Acanthopagrus bifasciatus	T137197
T10125	Acanthopagrus butcheri	T137197
T10126	Acanthopagrus chinshira	T137197
T10127	Acanthopagrus latus	T137197
T10128	Acanthopagrus longispinnis	T137197
T10129	Acanthopagrus omanensis	T137197
T10130	Acanthopagrus palmaris	T137197
T10131	Acanthopagrus randalli	T137197
T10132	Acanthopagrus schlegelii	T137197
T10133	Acanthopagrus sivicolus	T137197
T10134	Acanthopagrus taiwanensis	T137197
T10135	Acanthopagrus vagus	T137197
T10136	Acanthoplesiops echinatus	T137198
T10137	Acanthoplesiops hiatti	T137198
T10138	Acanthoplesiops indicus	T137198
T10139	Acanthoplesiops naka	T137198
T10140	Acanthoplesiops psilogaster	T137198
T10141	Acanthopleurus collettei	T137199
T10142	Acanthopleurus serratus	T137199
T10143	Acanthopleurus trispinosus	T137199
T10144	Acanthopoma annectens	T137200
T10145	Acanthopsetta nadeshnyi	T137201
T10146	Acanthopsoides delphax	T137202
T10147	Acanthopsoides gracilentus	T137202
T10148	Acanthopsoides gracilis	T137202
T10149	Acanthopsoides graciroides	T137202
T10150	Acanthopsoides hapalias	T137202
T10151	Acanthopsoides molobrion	T137202
T10152	Acanthopsoides robertsi	T137202
T10153	Acanthosphex leurynnis	T137203
T10154	Acanthostracion guineensis	T137204
T10155	Acanthostracion notacanthus	T137204
T10156	Acanthostracion polygonia	T137204
T10157	Acanthostracion quadricornis	T137204
T10158	Acanthurus achilles	T137205
T10159	Acanthurus albipectoralis	T137205
T10160	Acanthurus auranticavus	T137205
T10161	Acanthurus bahianus	T137205
T10162	Acanthurus bariene	T137205
T10163	Acanthurus blochii	T137205
T10164	Acanthurus chirurgus	T137205
T10165	Acanthurus chronixis	T137205
T10166	Acanthurus coeruleus	T137205
T10167	Acanthurus dussumieri	T137205
T10168	Acanthurus fowleri	T137205
T10169	Acanthurus gahhm	T137205
T10170	Acanthurus grammoptilus	T137205
T10171	Acanthurus guttatus	T137205
T10172	Acanthurus japonicus	T137205
T10173	Acanthurus leucocheilus	T137205
T10174	Acanthurus leucopareius	T137205
T10175	Acanthurus leucosternon	T137205
T10176	Acanthurus lineatus	T137205
T10177	Acanthurus maculiceps	T137205
T10178	Acanthurus mata	T137205
T10179	Acanthurus monroviae	T137205
T10180	Acanthurus nigricans	T137205
T10181	Acanthurus nigricauda	T137205
T10182	Acanthurus nigrofuscus	T137205
T10183	Acanthurus nigroris	T137205
T10184	Acanthurus nubilus	T137205
T10185	Acanthurus polyzona	T137205
T10186	Acanthurus pyroferus	T137205
T10187	Acanthurus randalli	T137205
T10188	Acanthurus reversus	T137205
T10189	Acanthurus sohal	T137205
T10190	Acanthurus tennentii	T137205
T10191	Acanthurus thompsoni	T137205
T10192	Acanthurus triostegus	T137205
T10193	Acanthurus tristis	T137205
T10194	Acanthurus xanthopterus	T137205
T10195	Acantopsis arenae	T137206
T10196	Acantopsis choirorhynchos	T137206
T10197	Acantopsis dialuzona	T137206
T10198	Acantopsis octoactinotos	T137206
T10199	Acantopsis thiemmedhi	T137206
T10200	Acapoeta tanganicae	T137207
T10201	Acarichthys heckelii	T137208
T10202	Acarobythites larsonae	T137209
T10203	Acaronia nassa	T137210
T10204	Acaronia vultuosa	T137210
T10205	Acentrogobius audax	T137211
T10206	Acentrogobius caninus	T137211
T10207	Acentrogobius chlorostigmatoides	T137211
T10208	Acentrogobius cyanomos	T137211
T10209	Acentrogobius dayi	T137211
T10210	Acentrogobius ennorensis	T137211
T10211	Acentrogobius griseus	T137211
T10212	Acentrogobius janthinopterus	T137211
T10213	Acentrogobius madraspatensis	T137211
T10214	Acentrogobius moloanus	T137211
T10215	Acentrogobius pellidebilis	T137211
T10216	Acentrogobius pflaumii	T137211
T10217	Acentrogobius simplex	T137211
T10218	Acentrogobius suluensis	T137211
T10219	Acentrogobius therezieni	T137211
T10220	Acentrogobius viridipunctatus	T137211
T10221	Acentronichthys leptos	T137212
T10222	Acentronura breviperula	T137213
T10223	Acentronura mossambica	T137213
T10224	Acentronura tentaculata	T137213
T10225	Acentrophryne dolichonema	T137214
T10226	Acentrophryne longidens	T137214
T10227	Acestridium colombiense	T137215
T10228	Acestridium dichromum	T137215
T10229	Acestridium discus	T137215
T10230	Acestridium martini	T137215
T10231	Acestridium triplax	T137215
T10232	Acestrocephalus acutus	T137216
T10233	Acestrocephalus anomalus	T137216
T10234	Acestrocephalus boehlkei	T137216
T10235	Acestrocephalus maculosus	T137216
T10236	Acestrocephalus nigrifasciatus	T137216
T10237	Acestrocephalus pallidus	T137216
T10238	Acestrocephalus sardina	T137216
T10239	Acestrocephalus stigmatus	T137216
T10240	Acestrorhynchus abbreviatus	T137217
T10241	Acestrorhynchus altus	T137217
T10242	Acestrorhynchus britskii	T137217
T10243	Acestrorhynchus falcatus	T137217
T10244	Acestrorhynchus falcirostris	T137217
T10245	Acestrorhynchus grandoculis	T137217
T10246	Acestrorhynchus heterolepis	T137217
T10247	Acestrorhynchus isalineae	T137217
T10248	Acestrorhynchus lacustris	T137217
T10249	Acestrorhynchus maculipinna	T137217
T10250	Acestrorhynchus microlepis	T137217
T10251	Acestrorhynchus minimus	T137217
T10252	Acestrorhynchus nasutus	T137217
T10253	Acestrorhynchus pantaneiro	T137217
T10254	Acheilognathus asmussii	T137218
T10255	Acheilognathus barbatulus	T137218
T10256	Acheilognathus barbatus	T137218
T10257	Acheilognathus chankaensis	T137218
T10258	Acheilognathus cyanostigma	T137218
T10259	Acheilognathus deignani	T137218
T10260	Acheilognathus elongatoides	T137218
T10261	Acheilognathus elongatus	T137218
T10262	Acheilognathus gracilis	T137218
T10263	Acheilognathus hypselonotus	T137218
T10264	Acheilognathus imberbis	T137218
T10265	Acheilognathus koreensis	T137218
T10266	Acheilognathus longibarbatus	T137218
T10267	Acheilognathus longipinnis	T137218
T10268	Acheilognathus macromandibularis	T137218
T10269	Acheilognathus macropterus	T137218
T10270	Acheilognathus majusculus	T137218
T10271	Acheilognathus meridianus	T137218
T10272	Acheilognathus microphysa	T137218
T10273	Acheilognathus omeiensis	T137218
T10274	Acheilognathus polylepis	T137218
T10275	Acheilognathus tonkinensis	T137218
T10276	Acheilognathus yamatsutae	T137218
T10277	Achiroides leucorhynchos	T137219
T10278	Achiroides melanorhynchus	T137219
T10279	Achiropsetta tricholepis	T137220
T10280	Achiropsis nattereri	T137221
T10281	Achirus achirus	T137222
T10282	Achirus declivis	T137222
T10283	Achirus klunzingeri	T137222
T10284	Achirus lineatus	T137222
T10285	Achirus mazatlanus	T137222
T10286	Achirus mucuri	T137222
T10287	Achirus novoae	T137222
T10288	Achirus scutum	T137222
T10289	Achoerodus gouldii	T137223
T10290	Achoerodus viridis	T137223
T10291	Achondrostoma arcasii	T137224
T10292	Achondrostoma occidentale	T137224
T10293	Achondrostoma oligolepis	T137224
T10294	Achondrostoma salmantinum	T137224
T10295	Acinocheirodon melanogramma	T137225
T10296	Acnodon normani	T137226
T10297	Acnodon oligacanthus	T137226
T10298	Acnodon senai	T137226
T10299	Acnthocybium solandri	T137227
T10300	Acreichthys hajam	T137228
T10301	Acreichthys radiatus	T137228
T10302	Acreichthys tomentosus	T137228
T10303	Acrobrycon ipanquianus	T137229
T10304	Acrobrycon tarijae	T137229
T10305	Acrocheilus alutaceus	T137230
T10306	Acrochordonichthys chamaeleon	T137231
T10307	Acrochordonichthys falcifer	T137231
T10308	Acrochordonichthys guttatus	T137231
T10309	Acrochordonichthys gyrinus	T137231
T10310	Acrochordonichthys ischnosoma	T137231
T10311	Acrochordonichthys mahakamensis	T137231
T10312	Acrochordonichthys pachyderma	T137231
T10313	Acrochordonichthys rugosus	T137231
T10314	Acrochordonichthys septentrionalis	T137231
T10315	Acrochordonichthys strigosus	T137231
T10316	Acromycter alcocki	T137232
T10317	Acromycter atlanticus	T137232
T10318	Acromycter longipectoralis	T137232
T10319	Acromycter nezumi	T137232
T10320	Acropoma argentistigma	T137233
T10321	Acropoma boholensis	T137233
T10322	Acropoma hanedai	T137233
T10323	Acropoma japonicum	T137233
T10324	Acropoma lecorneti	T137233
T10325	Acrossocheilus beijiangensis	T137234
T10326	Acrossocheilus clivosius	T137234
T10327	Acrossocheilus fasciatus	T137234
T10328	Acrossocheilus formosanus	T137234
T10329	Acrossocheilus hemispinus	T137234
T10330	Acrossocheilus iridescens	T137234
T10331	Acrossocheilus jishouensis	T137234
T10332	Acrossocheilus kreyenbergii	T137234
T10333	Acrossocheilus malacopterus	T137234
T10334	Acrossocheilus monticola	T137234
T10335	Acrossocheilus paradoxus	T137234
T10336	Acrossocheilus parallens	T137234
T10337	Acrossocheilus rendahli	T137234
T10338	Acrossocheilus spinifer	T137234
T10339	Acrossocheilus wenchowensis	T137234
T10340	Acrossocheilus xamensis	T137234
T10341	Acrossocheilus yunnanensis	T137234
T10342	Acyrtops amplicirrus	T137235
T10343	Acyrtops beryllinus	T137235
T10344	Acyrtus artius	T137236
T10345	Acyrtus pauciradiatus	T137236
T10346	Acyrtus rubiginosus	T137236
T10347	Adelosebastes latens	T137237
T10348	Adinia xenica	T137238
T10349	Adontosternarchus balaenops	T137239
T10350	Adontosternarchus clarkae	T137239
T10351	Adontosternarchus devenanzii	T137239
T10352	Adontosternarchus nebulosus	T137239
T10353	Adontosternarchus sachsi	T137239
T10354	Adrianichthys kruyti	T137240
T10355	Adrianichthys oophorus	T137240
T10356	Adrianichthys poptae	T137240
T10357	Adrianichthys roseni	T137240
T10358	Aeoliscus punctulatus	T137241
T10359	Aeoliscus strigatus	T137241
T10360	Aequidens biseriatus	T137242
T10361	Aequidens chimantanus	T137242
T10362	Aequidens coeruleopunctatus	T137242
T10363	Aequidens diadema	T137242
T10364	Aequidens epae	T137242
T10365	Aequidens gerciliae	T137242
T10366	Aequidens hoehnei	T137242
T10367	Aequidens latifrons	T137242
T10368	Aequidens mauesanus	T137242
T10369	Aequidens metae	T137242
T10370	Aequidens michaeli	T137242
T10371	Aequidens palladus	T137242
T10372	Aequidens pallidus	T137242
T10373	Aequidens paloemeuensis	T137242
T10374	Aequidens patricki	T137242
T10375	Aequidens plagiozonatus	T137242
T10376	Aequidens potaroensis	T137242
T10377	Aequidens rivulatus	T137242
T10378	Aequidens rondoni	T137242
T10379	Aequidens sapayensis	T137242
T10380	Aequidens tetramerus	T137242
T10381	Aequidens tubicen	T137242
T10382	Aequidens viridis	T137242
T10383	Aesopia cornuta	T137243
T10384	Aetapcus maculatus	T137244
T10385	Aethalionopsis robustus	T137245
T10386	Aethaloperca rogaa	T137246
T10387	Aethiomastacembelus liberiensis	T137247
T10388	Aethotaxis mitopteryx	T137248
T10389	Afronandus sheljuzhkoi	T137249
T10390	Afurcagobius suppositus	T137250
T10391	Afurcagobius tamarensis	T137250
T10392	Agamyxis albomaculatus	T137251
T10393	Agamyxis pectinifrons	T137251
T10394	Ageneiosus atronasus	T137252
T10395	Ageneiosus brevis	T137252
T10396	Ageneiosus guianensis	T137252
T10397	Ageneiosus inermis	T137252
T10398	Ageneiosus magoi	T137252
T10399	Ageneiosus marmoratus	T137252
T10400	Ageneiosus militaris	T137252
T10401	Ageneiosus pardalis	T137252
T10402	Ageneiosus piperatus	T137252
T10403	Ageneiosus polystictus	T137252
T10404	Ageneiosus rondoni	T137252
T10405	Ageneiosus ucayalensis	T137252
T10406	Ageneiosus uranophthalmus	T137252
T10407	Ageneiosus valenciennesi	T137252
T10408	Ageneiosus vittatus	T137252
T10409	Aglyptorhynchus columbianus	T137253
T10410	Agoniates anchovia	T137254
T10411	Agoniates halecinus	T137254
T10412	Agonomalus jordani	T137255
T10413	Agonomalus mozinoi	T137255
T10414	Agonomalus proboscidalis	T137255
T10415	Agonopsis chiloensis	T137256
T10416	Agonopsis sterletus	T137256
T10417	Agonopsis vulsa	T137256
T10418	Agonostomus catalai	T137257
T10419	Agonostomus monticola	T137257
T10420	Agonostomus telfairii	T137257
T10421	Agonus cataphractus	T137258
T10422	Agosia chrysogaster	T137259
T10423	Agrostichthys parkeri	T137260
T10424	Aguarunichthys inpai	T137261
T10425	Aguarunichthys tocantinsensis	T137261
T10426	Aguarunichthys torosus	T137261
T10427	Ahlia egmontis	T137262
T10428	Ahliesaurus berryi	T137263
T10429	Ahliesaurus brevis	T137263
T10430	Aiakas kreffti	T137264
T10431	Aiakas zinorum	T137264
T10432	Aidablennius sphynx	T137265
T10433	Ailia coila	T137266
T10434	Ailiichthys punctata	T137267
T10435	Aioliops brachypterus	T137268
T10436	Aioliops megastigma	T137268
T10437	Aioliops novaeguineae	T137268
T10438	Akarotaxis nudiceps	T137269
T10439	Akihito futuna	T137270
T10440	Akihito vanuatu	T137270
T10441	Akko dionaea	T137271
T10442	Akko rossi	T137271
T10443	Akrokolioplax bicornis	T137272
T10444	Akysis brachybarbatus	T137273
T10445	Akysis clavulus	T137273
T10446	Akysis clinatus	T137273
T10447	Akysis ephippifer	T137273
T10448	Akysis fontaneus	T137273
T10449	Akysis fuliginatus	T137273
T10450	Akysis galeatus	T137273
T10451	Akysis hendricksoni	T137273
T10452	Akysis longifilis	T137273
T10453	Akysis maculipinnis	T137273
T10454	Akysis manipurensis	T137273
T10455	Akysis microps	T137273
T10456	Akysis pictus	T137273
T10457	Akysis portellus	T137273
T10458	Akysis prashadi	T137273
T10459	Akysis pulvinatus	T137273
T10460	Akysis recavus	T137273
T10461	Akysis scorteus	T137273
T10462	Akysis variegatus	T137273
T10463	Akysis varius	T137273
T10464	Akysis vespa	T137273
T10465	Akysis vespertinus	T137273
T10466	Alabes bathys	T137274
T10467	Alabes brevis	T137274
T10468	Alabes dorsalis	T137274
T10469	Alabes elongata	T137274
T10470	Alabes gibbosa	T137274
T10471	Alabes hoesei	T137274
T10472	Alabes obtusirostris	T137274
T10473	Alabes occidentalis	T137274
T10474	Alabes parvula	T137274
T10475	Alabes scotti	T137274
T10476	Alabes springeri	T137274
T10477	Albatrossia pectoralis	T137275
T10478	Albula argentea	T137276
T10479	Albula eppsi	T137276
T10480	Albula esuncula	T137276
T10481	Albula glossodonta	T137276
T10482	Albula goreensis	T137276
T10483	Albula lapidosa	T137276
T10484	Albula nemoptera	T137276
T10485	Albula oligolepis	T137276
T10486	Albula virgata	T137276
T10487	Albula vulpes	T137276
T10488	Albulichthys albuloides	T137277
T10489	Alburnoides bipunctatus	T137278
T10490	Alburnoides fasciatus	T137278
T10491	Alburnoides gmelini	T137278
T10492	Alburnoides oblongus	T137278
T10493	Alburnoides ohridanus	T137278
T10494	Alburnoides petrubananescui	T137278
T10495	Alburnoides prespensis	T137278
T10496	Alburnoides qanati	T137278
T10497	Alburnoides taeniatus	T137278
T10498	Alburnoides varentsovi	T137278
T10499	Alburnus adanensis	T137279
T10500	Alburnus akili	T137279
T10501	Alburnus albidus	T137279
T10502	Alburnus alborella	T137279
T10503	Alburnus alburnus	T137279
T10504	Alburnus arborella	T137279
T10505	Alburnus attalus	T137279
T10506	Alburnus baliki	T137279
T10507	Alburnus battalgilae	T137279
T10508	Alburnus belvica	T137279
T10509	Alburnus carinatus	T137279
T10510	Alburnus chalcoides	T137279
T10511	Alburnus danubicus	T137279
T10512	Alburnus demiri	T137279
T10513	Alburnus derjugini	T137279
T10514	Alburnus escherichii	T137279
T10515	Alburnus filippii	T137279
T10516	Alburnus hohenackeri	T137279
T10517	Alburnus istanbulensis	T137279
T10518	Alburnus leobergi	T137279
T10519	Alburnus macedonicus	T137279
T10520	Alburnus mandrensis	T137279
T10521	Alburnus mento	T137279
T10522	Alburnus mentoides	T137279
T10523	Alburnus mossulensis	T137279
T10524	Alburnus nasreddini	T137279
T10525	Alburnus nicaeensis	T137279
T10526	Alburnus orontis	T137279
T10527	Alburnus sarmaticus	T137279
T10528	Alburnus schischkovi	T137279
T10529	Alburnus scoranza	T137279
T10530	Alburnus tarichi	T137279
T10531	Alburnus thessalicus	T137279
T10532	Alburnus vistonicus	T137279
T10533	Alburnus volviticus	T137279
T10534	Alcichthys elongatus	T137280
T10535	Alcockia rostrata	T137281
T10536	Alcolapia alcalica	T137282
T10537	Alcolapia grahami	T137282
T10538	Alcolapia latilabris	T137282
T10539	Alcolapia ndalalani	T137282
T10540	Aldrichetta forsteri	T137283
T10541	Aldrovandia affinis	T137284
T10542	Aldrovandia gracilis	T137284
T10543	Aldrovandia mediorostris	T137284
T10544	Aldrovandia oleosa	T137284
T10545	Aldrovandia phalacra	T137284
T10546	Aldrovandia rostrata	T137284
T10547	Alectis alexandrina	T137285
T10548	Alectis ciliaris	T137285
T10549	Alectis indica	T137285
T10550	Alectrias alectrolophus	T137286
T10551	Alectrias benjamini	T137286
T10552	Alectrias cirratus	T137286
T10553	Alectrias mutsuensis	T137286
T10554	Alectridium aurantiacum	T137287
T10555	Alepes apercna	T137288
T10556	Alepes djedaba	T137288
T10557	Alepes kleinii	T137288
T10558	Alepes melanoptera	T137288
T10559	Alepes melanoptra	T137288
T10560	Alepes vari	T137288
T10561	Alepidomus evermanni	T137289
T10562	Alepisaurus brevirostris	T137290
T10563	Alepisaurus ferox	T137290
T10564	Alepocephalus agassizii	T137291
T10565	Alepocephalus antipodianus	T137291
T10566	Alepocephalus australis	T137291
T10567	Alepocephalus bairdii	T137291
T10568	Alepocephalus bicolor	T137291
T10569	Alepocephalus dentifer	T137291
T10570	Alepocephalus fundulus	T137291
T10571	Alepocephalus longiceps	T137291
T10572	Alepocephalus longirostris	T137291
T10573	Alepocephalus owstoni	T137291
T10574	Alepocephalus planifrons	T137291
T10575	Alepocephalus productus	T137291
T10576	Alepocephalus rostratus	T137291
T10577	Alepocephalus tenebrosus	T137291
T10578	Alepocephalus triangularis	T137291
T10579	Alepocephalus umbriceps	T137291
T10580	Alestes ansorgii	T137292
T10581	Alestes baremoze	T137292
T10582	Alestes bartoni	T137292
T10583	Alestes batesii	T137292
T10584	Alestes bimaculatus	T137292
T10585	Alestes carmesinus	T137292
T10586	Alestes comptus	T137292
T10587	Alestes dentex	T137292
T10588	Alestes grandisquamis	T137292
T10589	Alestes humilis	T137292
T10590	Alestes inferus	T137292
T10591	Alestes liebrechtsii	T137292
T10592	Alestes macrophthalmus	T137292
T10593	Alestes peringueyi	T137292
T10594	Alestes schoutedeni	T137292
T10595	Alestes stuhlmannii	T137292
T10596	Alestes taeniurus	T137292
T10597	Alestes tessmanni	T137292
T10598	Alestes tholloni	T137292
T10599	Alestopetersius brichardi	T137293
T10600	Alestopetersius caudalis	T137293
T10601	Alestopetersius compressus	T137293
T10602	Alestopetersius hilgendorfi	T137293
T10603	Alestopetersius leopoldianus	T137293
T10604	Alestopetersius nigropterus	T137293
T10605	Alestopetersius smykalai	T137293
T10606	Alfaro cultratus	T137294
T10607	Alfaro huberi	T137294
T10608	Algansea amecae	T137295
T10609	Alionematichthys ceylonensis	T137296
T10610	Alionematichthys crassiceps	T137296
T10611	Alionematichthys minyomma	T137296
T10612	Alionematichthys phuketensis	T137296
T10613	Alionematichthys plicatosurculus	T137296
T10614	Alionematichthys riukiuensis	T137296
T10615	Alionematichthys samoaensis	T137296
T10616	Alionematichthys shinoharai	T137296
T10617	Alionematichthys suluensis	T137296
T10618	Alionematichthys winterbottomi	T137296
T10619	Allanetta temminckii	T137297
T10620	Allenbatrachus grunniens	T137298
T10621	Allenbatrachus meridionalis	T137298
T10622	Allenbatrachus reticulatus	T137298
T10623	Allenichthys glauerti	T137299
T10624	Alloblennius anuchalis	T137300
T10625	Alloblennius jugularis	T137300
T10626	Alloblennius parvus	T137300
T10627	Alloblennius pictus	T137300
T10628	Allocareproctus jordani	T137301
T10629	Allocareproctus kallaion	T137301
T10630	Allocareproctus tanix	T137301
T10631	Allocareproctus unangas	T137301
T10632	Allocareproctus ungak	T137301
T10633	Allochromis welcommei	T137302
T10634	Alloclinus holderi	T137303
T10635	Allocyttus folletti	T137304
T10636	Allocyttus guineensis	T137304
T10637	Allocyttus niger	T137304
T10638	Allocyttus verrucosus	T137304
T10639	Allodontichthys hubbsi	T137305
T10640	Allodontichthys polylepis	T137305
T10641	Allodontichthys zonistius	T137305
T10642	Allomogurnda flavimarginata	T137306
T10643	Allomogurnda hoesei	T137306
T10644	Allomogurnda insularis	T137306
T10645	Allomogurnda landfordi	T137306
T10646	Allomogurnda montana	T137306
T10647	Allomogurnda papua	T137306
T10648	Allomogurnda sampricei	T137306
T10649	Allomycterus pilatus	T137307
T10650	Alloophorus robustus	T137308
T10651	Allosmerus elongatus	T137309
T10652	Allothrissops mesogaster	T137310
T10653	Allothunnus fallai	T137311
T10654	Allotoca catarinae	T137312
T10655	Allotoca diazi	T137312
T10656	Allotoca dugesii	T137312
T10657	Allotoca goslinei	T137312
T10658	Allotoca maculata	T137312
T10659	Allotoca meeki	T137312
T10660	Allotoca regalis	T137312
T10661	Allotoca zacapuensis	T137312
T10662	Alosa aestivalis	T137313
T10663	Alosa agone	T137313
T10664	Alosa alabamae	T137313
T10665	Alosa algeriensis	T137313
T10666	Alosa alosa	T137313
T10667	Alosa braschnikowi	T137313
T10668	Alosa caspia	T137313
T10669	Alosa chrysochloris	T137313
T10670	Alosa curensis	T137313
T10671	Alosa fallax	T137313
T10672	Alosa immaculata	T137313
T10673	Alosa kessleri	T137313
T10674	Alosa killarnensis	T137313
T10675	Alosa macedonica	T137313
T10676	Alosa maeotica	T137313
T10677	Alosa mediocris	T137313
T10678	Alosa pontica	T137313
T10679	Alosa pseudoharengus	T137313
T10680	Alosa sapidissima	T137313
T10681	Alosa saposchnikowii	T137313
T10682	Alosa sphaerocephala	T137313
T10683	Alosa suworowi	T137313
T10684	Alosa tanaica	T137313
T10685	Alosa vistonica	T137313
T10686	Alosa volgensis	T137313
T10687	Alphestes afer	T137314
T10688	Alphestes immaculatus	T137314
T10689	Alphestes multiguttatus	T137314
T10690	Alphestes rubra	T137314
T10691	Alticorpus geoffreyi	T137315
T10692	Alticorpus macrocleithrum	T137315
T10693	Alticorpus mentale	T137315
T10694	Alticorpus pectinatum	T137315
T10695	Alticorpus peterdaviesi	T137315
T10696	Alticorpus profundicola	T137315
T10697	Alticus aldabraensis	T137316
T10698	Alticus anjouanae	T137316
T10699	Alticus arnoldorum	T137316
T10700	Alticus kirkii	T137316
T10701	Alticus monochrus	T137316
T10702	Alticus montanoi	T137316
T10703	Alticus saliens	T137316
T10704	Alticus sertatus	T137316
T10705	Alticus simplicirrus	T137316
T10706	Altolamprologus calvus	T137317
T10707	Altolamprologus compressiceps	T137317
T10708	Altrichthys azurelineatus	T137318
T10709	Altrichthys curatus	T137318
T10710	Alutera monoceros	T137319
T10711	Aluterus heudelotii	T137320
T10712	Aluterus monoceros	T137320
T10713	Aluterus schoepfii	T137320
T10714	Aluterus scriptus	T137320
T10715	Amanses scopas	T137321
T10716	Amaralia hypsiura	T137322
T10717	Amarginops hildae	T137323
T10718	Amarginops platus	T137323
